Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Device Memory Write Transactions,Device Memory Read Throughput(bytes/sec),Floating Point Operations(Double Precision),Device Memory Read Transactions,Device Memory Write Throughput(bytes/sec),Floating Point Operations(Single Precision)
"void alsfvm::boundary::_GLOBAL__N__59_tmpxft_0000c3aa_00000000_10_BoundaryCUDA_compute_61_cpp1_ii_0f66b009::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=0, bool=1, bool=0, bool=0>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",30,4357,32,0,0,1883,1327000000,0,180,13832000000,0
"void alsfvm::boundary::_GLOBAL__N__59_tmpxft_0000c3aa_00000000_10_BoundaryCUDA_compute_61_cpp1_ii_0f66b009::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=1, bool=1, bool=0, bool=0>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",30,4440,32,0,0,1818,1317000000,0,182,13105000000,0
"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600, thrust::detail::normal_iterator<thrust::device_ptr<unsigned long>>, int*, int, thrust::maximum<unsigned long>>(int, unsigned long, thrust::maximum<unsigned long>, thrust::cuda_cub::cub::GridEvenShare<unsigned long>, thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600)",5,4464,29,44,0,198,15648000000,0,2183,1421000000,0
"void alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(int=3, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, unsigned long, unsigned long, unsigned long, unsig",35,4872,32,0,0,1796,2410000000,6857,367,11798000000,0
"void alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(int=3, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, unsigned long, unsigned long, unsigned long, unsig",35,4874,32,0,0,2094,2336000000,6857,355,13752000000,0
"void alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(int=3, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, unsigned long, unsigned long, unsigned long, unsig",35,5000,30,0,0,1637,2466000000,6857,385,10478000000,0
"void alsfvm::equation::_GLOBAL__N__63_tmpxft_0000c402_00000000_10_CUDACellComputer_compute_61_cpp1_ii_c792cca6::checkObeysConstraintsDevice<alsfvm::equation::euler::Euler<int=3>>(int=3, alsfvm::equation::_GLOBAL__N__63_tmpxft_0000c402_00000000_10_CUDACellComputer_compute_61_cpp1_ii_c792cca6::checkObeysConstraintsDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews>, unsigned long, unsigned long*)",5,6107,24,0,0,3306,7368000000,160000,1406,17323000000,16000
"void alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views",35,12906,77,0,0,2202,1739000000,272436,701,5460000000,22336
"void alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>, alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, al",35,13165,47,0,0,4312,1487000000,243462,612,10482000000,18034
"void alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>(int=3, alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>, alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, al",35,13246,47,0,0,4831,1580000000,243462,654,11671000000,18034
"void alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>, alsfvm::reconstruction::_GLOBAL__N__65_tmpxft_0000c6fe_00000000_10_ReconstructionCUDA_compute_61_cpp1_ii_d5fe5f64::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, al",35,13416,42,0,0,4568,1278000000,243462,536,10895000000,18034
"void alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views",35,14157,77,0,0,2134,1525000000,287722,675,4823000000,22336
"void alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__64_tmpxft_0000c646_00000000_10_NumericalFluxCUDA_compute_61_cpp1_ii_bc875401::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views",35,14381,77,0,0,2215,1537000000,287716,691,4929000000,22336
