Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Device Memory Read Throughput(bytes/sec),Floating Point Operations(Double Precision),Device Memory Write Throughput(bytes/sec),Device Memory Read Transactions,Floating Point Operations(Single Precision),Device Memory Write Transactions
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000012b0_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_09517c85::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=1, bool=0, bool=1, bool=0>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",95,7086,22,0,0,3246000000,0,6359000000,719,0,1408
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000012b0_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_09517c85::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=0, bool=0, bool=0, bool=1>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",95,8867,27,0,0,2804000000,0,3736000000,777,0,1035
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000012b0_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_09517c85::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=1, bool=0, bool=0, bool=1>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",95,8963,27,0,0,2737000000,0,3661000000,766,0,1025
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, unsigned long, unsigned long, unsigned long, unsigne",126,9093,32,0,0,54477000000,48914,51428000000,15481,0,14615
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, unsigned long, unsigned long, unsigned long, unsigne",126,9204,32,0,0,51592000000,48914,50116000000,14839,0,14415
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, unsigned long, unsigned long, unsigned long, unsigne",126,9298,32,0,0,51073000000,48914,50031000000,14841,0,14538
"void alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>>(int=3, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews>, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>::ViewsExtra>, unsigned long)",10,10582,38,0,0,176571000000,2830083,136446000000,58391,373248,45122
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000012b0_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_09517c85::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=1, bool=1, bool=0, bool=0>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",95,11112,22,0,0,3961000000,0,12331000000,1375,0,4282
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000012b0_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_09517c85::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=0, bool=1, bool=0, bool=0>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",95,11135,22,0,0,3970000000,0,12463000000,1381,0,4337
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",126,14415,44,0,0,32584000000,1266932,54884000000,14678,93846,24724
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",126,14924,49,0,0,34961000000,1266932,54042000000,16306,93846,25205
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",126,15925,49,0,0,33041000000,1266932,51937000000,16444,93846,25848
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",126,19024,77,0,0,14497000000,1773410,25349000000,8619,149312,15071
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",126,19419,77,0,0,12418000000,1823982,23115000000,7536,149312,14027
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",126,19708,77,0,0,12240000000,1823960,22904000000,7538,149312,14106
