Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Device Memory Read Throughput(bytes/sec),Floating Point Operations(Double Precision),Device Memory Write Throughput(bytes/sec),Device Memory Read Transactions,Floating Point Operations(Single Precision),Device Memory Write Transactions
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000012b0_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_09517c85::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=1, bool=0, bool=0, bool=1>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",55,6130,27,0,0,650000000,0,992000000,124,0,190
"void alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>>(int=3, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews>, alsfvm::equation::_GLOBAL__N__62_tmpxft_00003fa3_00000000_8_CUDACellComputer_compute_61_cpp1_ii_40b37ae6::computeExtraVariablesDevice<alsfvm::equation::euler::Euler<int=3>::ViewsExtra>, unsigned long)",6,6164,38,0,0,343000000,494361,30284000000,66,64000,5834
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, unsigned long, unsigned long, unsigned long, unsigne",70,6218,32,0,0,720000000,6857,7740000000,140,0,1504
"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600, thrust::detail::normal_iterator<thrust::device_ptr<unsigned long>>, int*, int, thrust::maximum<unsigned long>>(int, unsigned long, thrust::maximum<unsigned long>, thrust::cuda_cub::cub::GridEvenShare<unsigned long>, thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600)",5,6262,29,44,0,11094000000,0,1051000000,2171,0,205
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, unsigned long, unsigned long, unsigned long, unsigne",70,6457,32,0,0,722000000,6857,8135000000,145,0,1641
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, unsigned long, unsigned long, unsigned long, unsigne",70,6535,32,0,0,804000000,6857,7635000000,164,0,1559
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",70,12556,44,0,0,606000000,243462,10774000000,238,18034,4227
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",70,12923,49,0,0,646000000,243462,10550000000,261,18034,4261
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_000047a6_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_548d439c::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",70,13920,49,0,0,620000000,243462,9642000000,270,18034,4194
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",70,19149,77,0,0,715000000,266303,3966000000,428,22336,2374
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",70,19231,77,0,0,715000000,273907,4099000000,430,22336,2464
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_00004c12_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_28b6e896::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",70,19298,77,0,0,704000000,273903,4083000000,425,22336,2463
