Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Device Memory Read Throughput(bytes/sec),Floating Point Operations(Double Precision),Device Memory Write Throughput(bytes/sec),Device Memory Read Transactions,Floating Point Operations(Single Precision),Device Memory Write Transactions
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000073f8_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_3c418705::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=1, bool=0, bool=0, bool=1>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",30,5310,26,0,0,32000000,0,105000000,5,0,17
"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600, thrust::detail::normal_iterator<thrust::device_ptr<unsigned long>>, int*, int, thrust::maximum<unsigned long>>(int, unsigned long, thrust::maximum<unsigned long>, thrust::cuda_cub::cub::GridEvenShare<unsigned long>, thrust::cuda_cub::cub::DeviceReducePolicy<int, int, thrust::maximum<unsigned long>>::Policy600)",5,5312,29,44,0,524000000,0,95000000,87,0,16
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, unsigned long, unsigned long, unsigned long, unsigne",35,5324,32,0,0,72000000,6857,653000000,12,0,108
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000073f8_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_3c418705::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=0, bool=1, bool=0, bool=0>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",30,5732,22,0,0,39000000,0,3221000000,7,0,577
"void alsfvm::boundary::_GLOBAL__N__58_tmpxft_000073f8_00000000_8_BoundaryCUDA_compute_61_cpp1_ii_3c418705::applyBoundaryConditionsDevice<alsfvm::boundary::Periodic, bool=1, bool=1, bool=0, bool=0>(alsfvm::memory::View<double>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",30,5759,22,0,0,17000000,0,2673000000,3,0,481
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, unsigned long, unsigned long, unsigned long, unsigne",35,5785,32,0,0,112000000,6857,541000000,20,0,98
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(int=3, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::combineFluxDevice<alsfvm::equation::euler::Euler<int=3>::Views, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, unsigned long, unsigned long, unsigned long, unsigne",35,5827,32,0,0,94000000,6857,966000000,17,0,176
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=1, bool=0, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",35,10835,44,0,0,179000000,243462,3554000000,61,18034,1203
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=1, bool=0>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",35,11067,49,0,0,157000000,243462,2769000000,54,18034,958
"void alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>(int=3, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::ConstViews, alsfvm::reconstruction::WENO2<alsfvm::equation::euler::Euler<int=3>>, unsigned long=3, bool=0, bool=0, bool=1>, alsfvm::reconstruction::_GLOBAL__N__64_tmpxft_0000779c_00000000_8_ReconstructionCUDA_compute_61_cpp1_ii_d4fb4fa9::reconstructDevice<alsfvm::equation::euler::Euler<int=3>::Views, alsf",35,11467,49,0,0,118000000,243462,1996000000,42,18034,715
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=0, bool=1, unsigned long=2>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",35,12336,77,0,0,95000000,287722,469000000,37,22336,181
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=1, bool=0, bool=0, unsigned long=0>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",35,12410,77,0,0,136000000,272436,815000000,52,22336,316
"void alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>(alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::ConstViews, alsfvm::equation::euler::Euler<int=3>, unsigned long=3, bool=0, bool=1, bool=0, unsigned long=1>, alsfvm::numflux::euler::HLL3<int=3>, alsfvm::numflux::_GLOBAL__N__63_tmpxft_0000769a_00000000_8_NumericalFluxCUDA_compute_61_cpp1_ii_4971e9f0::computeFluxDevice<alsfvm::numflux::euler::HLL3<int=3>::Views, ",35,12510,77,0,0,82000000,287716,583000000,32,22336,228
